rental_key,rental_id,rental_duration_days,amount_paid,full_date,month_name,month_num,quarter,year,first_name,last_name,city,country,title,category,rating,rental_rate,store_id,staff_first,staff_last
1316,1591,9,5.99,2005-06-16,June     ,6,2,2005,Louise,Jenkins,Springs,South Africa,Glass Dying,Action,G,0.99,1,Jon,Stephens
1317,1617,8,3.99,2005-06-16,June     ,6,2,2005,Louise,Jenkins,Springs,South Africa,Fantasy Troopers,Action,PG-13,0.99,2,Mike,Hillyer
1318,3230,0,4.99,2005-06-21,June     ,6,2,2005,Louise,Jenkins,Springs,South Africa,Backlash Undefeated,Children,PG-13,4.99,2,Jon,Stephens
1319,1195,2,0.99,2005-06-15,June     ,6,2,2005,Sara,Perry,Atlixco,Mexico,Jumping Wrath,Children,NC-17,0.99,2,Mike,Hillyer
1320,1320,2,4.99,2005-06-15,June     ,6,2,2005,Sara,Perry,Atlixco,Mexico,Witches Panic,Drama,NC-17,4.99,2,Mike,Hillyer
1321,1815,0,0.99,2005-06-16,June     ,6,2,2005,Sara,Perry,Atlixco,Mexico,Frost Head,Classics,PG,0.99,1,Jon,Stephens
1322,2012,7,5.99,2005-06-17,June     ,6,2,2005,Sara,Perry,Atlixco,Mexico,Shawshank Bubble,Travel,PG,4.99,1,Mike,Hillyer
1323,2042,1,0.99,2005-06-17,June     ,6,2,2005,Sara,Perry,Atlixco,Mexico,Pirates Roxanne,Sports,PG,0.99,2,Mike,Hillyer
1324,2409,2,0.99,2005-06-18,June     ,6,2,2005,Sara,Perry,Atlixco,Mexico,Chicken Hellfighters,Documentary,PG,0.99,1,Mike,Hillyer
1325,1685,5,1.99,2005-06-16,June     ,6,2,2005,Anne,Powell,Bradford,United Kingdom,Mulan Moon,Comedy,G,0.99,2,Jon,Stephens
1326,2131,7,5.99,2005-06-17,June     ,6,2,2005,Anne,Powell,Bradford,United Kingdom,Weekend Personal,Sci-Fi,R,2.99,1,Mike,Hillyer
1327,2794,2,0.99,2005-06-19,June     ,6,2,2005,Anne,Powell,Bradford,United Kingdom,Homeward Cider,Documentary,R,0.99,1,Mike,Hillyer
1328,3165,1,4.99,2005-06-20,June     ,6,2,2005,Anne,Powell,Bradford,United Kingdom,Confidential Interview,Music,NC-17,4.99,1,Mike,Hillyer
1329,3307,3,1.99,2005-06-21,June     ,6,2,2005,Anne,Powell,Bradford,United Kingdom,Brotherhood Blanket,Documentary,R,0.99,2,Jon,Stephens
1330,3418,4,3.99,2005-06-21,June     ,6,2,2005,Anne,Powell,Bradford,United Kingdom,Tomorrow Hustler,Classics,R,2.99,1,Mike,Hillyer
1331,1640,0,4.99,2005-06-16,June     ,6,2,2005,Jacqueline,Long,Songkhla,Thailand,Bright Encounters,Drama,PG-13,4.99,1,Jon,Stephens
1332,1822,0,0.99,2005-06-16,June     ,6,2,2005,Jacqueline,Long,Songkhla,Thailand,Chocolat Harry,Family,NC-17,0.99,1,Mike,Hillyer
1333,1924,0,2.99,2005-06-17,June     ,6,2,2005,Jacqueline,Long,Songkhla,Thailand,Massage Image,Animation,PG,2.99,2,Mike,Hillyer
1334,2141,1,4.99,2005-06-17,June     ,6,2,2005,Jacqueline,Long,Songkhla,Thailand,Ishtar Rocketeer,Animation,R,4.99,1,Mike,Hillyer
1335,2518,6,4.99,2005-06-19,June     ,6,2,2005,Jacqueline,Long,Songkhla,Thailand,Scalawag Duck,Music,NC-17,4.99,2,Jon,Stephens
1336,3207,3,0.99,2005-06-21,June     ,6,2,2005,Jacqueline,Long,Songkhla,Thailand,Talented Homicide,Sports,PG,0.99,2,Mike,Hillyer
1337,3270,1,4.99,2005-06-21,June     ,6,2,2005,Jacqueline,Long,Songkhla,Thailand,Galaxy Sweethearts,Classics,R,4.99,2,Jon,Stephens
1338,1580,4,4.99,2005-06-16,June     ,6,2,2005,Wanda,Patterson,Sincelejo,Colombia,Madigan Dorado,Travel,R,4.99,1,Mike,Hillyer
1339,1904,0,2.99,2005-06-17,June     ,6,2,2005,Wanda,Patterson,Sincelejo,Colombia,Lust Lock,Action,G,2.99,1,Jon,Stephens
1340,2408,1,2.99,2005-06-18,June     ,6,2,2005,Wanda,Patterson,Sincelejo,Colombia,Basic Easy,Travel,PG-13,2.99,2,Mike,Hillyer
1341,2516,2,4.99,2005-06-19,June     ,6,2,2005,Wanda,Patterson,Sincelejo,Colombia,Model Fish,Children,NC-17,4.99,2,Jon,Stephens
1342,3122,8,9.99,2005-06-20,June     ,6,2,2005,Wanda,Patterson,Sincelejo,Colombia,Moonshine Cabin,Games,PG-13,4.99,2,Mike,Hillyer
1343,1433,0,2.99,2005-06-15,June     ,6,2,2005,Bonnie,Hughes,Cheju,South Korea,Knock Warlock,Comedy,PG-13,2.99,1,Mike,Hillyer
1344,2483,6,7.99,2005-06-18,June     ,6,2,2005,Bonnie,Hughes,Cheju,South Korea,Twisted Pirates,Children,PG,4.99,2,Mike,Hillyer
1345,2878,1,2.99,2005-06-20,June     ,6,2,2005,Bonnie,Hughes,Cheju,South Korea,Tomorrow Hustler,Classics,R,2.99,2,Jon,Stephens
1346,1252,9,8.99,2005-06-15,June     ,6,2,2005,Julia,Flores,La Plata,Argentina,Drifter Commandments,Action,PG-13,4.99,2,Mike,Hillyer
1347,1407,7,7.99,2005-06-15,June     ,6,2,2005,Julia,Flores,La Plata,Argentina,Enemy Odds,Music,NC-17,4.99,2,Mike,Hillyer
1348,1948,3,4.99,2005-06-17,June     ,6,2,2005,Julia,Flores,La Plata,Argentina,Aladdin Calendar,Sports,NC-17,4.99,1,Mike,Hillyer
1349,2523,2,0.99,2005-06-19,June     ,6,2,2005,Julia,Flores,La Plata,Argentina,Brotherhood Blanket,Documentary,R,0.99,1,Jon,Stephens
1350,2835,6,7.99,2005-06-19,June     ,6,2,2005,Julia,Flores,La Plata,Argentina,Waterfront Deliverance,Action,G,4.99,1,Jon,Stephens
1351,2033,2,0.99,2005-06-17,June     ,6,2,2005,Ruby,Washington,Meixian,China,Alamo Videotape,Foreign,G,0.99,2,Mike,Hillyer
1352,2584,8,6.99,2005-06-19,June     ,6,2,2005,Ruby,Washington,Meixian,China,Snowman Rollercoaster,Animation,G,0.99,1,Jon,Stephens
1353,3132,4,0.99,2005-06-20,June     ,6,2,2005,Ruby,Washington,Meixian,China,Cleopatra Devil,New,PG-13,0.99,2,Mike,Hillyer
1354,1299,6,4.99,2005-06-15,June     ,6,2,2005,Lois,Butler,Bandar Seri Begawan,Brunei,Games Bowfinger,Travel,PG-13,4.99,1,Mike,Hillyer
1355,2457,8,3.99,2005-06-18,June     ,6,2,2005,Lois,Butler,Bandar Seri Begawan,Brunei,Encounters Curtain,Drama,NC-17,0.99,2,Mike,Hillyer
1356,2908,2,0.99,2005-06-20,June     ,6,2,2005,Lois,Butler,Bandar Seri Begawan,Brunei,Camelot Vacation,Sci-Fi,NC-17,0.99,2,Mike,Hillyer
1357,3384,5,2.99,2005-06-21,June     ,6,2,2005,Lois,Butler,Bandar Seri Begawan,Brunei,Boulevard Mob,New,R,0.99,2,Mike,Hillyer
1358,2084,4,4.99,2005-06-17,June     ,6,2,2005,Tina,Simmons,Goinia,Brazil,Breakfast Goldfinger,New,G,4.99,1,Mike,Hillyer
1359,2521,2,0.99,2005-06-19,June     ,6,2,2005,Tina,Simmons,Goinia,Brazil,Annie Identity,Sci-Fi,G,0.99,2,Mike,Hillyer
1360,2740,8,8.99,2005-06-19,June     ,6,2,2005,Tina,Simmons,Goinia,Brazil,French Holiday,Documentary,PG,4.99,1,Jon,Stephens
1361,2256,8,4.99,2005-06-18,June     ,6,2,2005,Phyllis,Foster,Zalantun,China,Haunting Pianist,Games,R,0.99,2,Jon,Stephens
1362,3109,2,0.99,2005-06-20,June     ,6,2,2005,Phyllis,Foster,Zalantun,China,Deceiver Betrayed,Drama,NC-17,0.99,1,Mike,Hillyer
1363,1213,0,2.99,2005-06-15,June     ,6,2,2005,Norma,Gonzales,Bislig,Philippines,Prix Undefeated,Family,R,2.99,2,Jon,Stephens
1364,1367,6,4.99,2005-06-15,June     ,6,2,2005,Norma,Gonzales,Bislig,Philippines,Forrest Sons,Action,R,2.99,2,Mike,Hillyer
1365,1734,5,3.99,2005-06-16,June     ,6,2,2005,Norma,Gonzales,Bislig,Philippines,Downhill Enough,Comedy,G,0.99,1,Jon,Stephens
1366,2620,5,4.99,2005-06-19,June     ,6,2,2005,Norma,Gonzales,Bislig,Philippines,Princess Giant,Documentary,NC-17,2.99,1,Mike,Hillyer
1367,2816,1,2.99,2005-06-19,June     ,6,2,2005,Norma,Gonzales,Bislig,Philippines,Island Exorcist,Classics,NC-17,2.99,1,Jon,Stephens
1368,1174,6,2.99,2005-06-15,June     ,6,2,2005,Paula,Bryant,Pathankot,India,Minority Kiss,Music,G,0.99,1,Jon,Stephens
1369,1261,5,1.99,2005-06-15,June     ,6,2,2005,Paula,Bryant,Pathankot,India,Louisiana Harry,Family,PG-13,0.99,2,Jon,Stephens
1370,3056,5,2.99,2005-06-20,June     ,6,2,2005,Paula,Bryant,Pathankot,India,House Dynamite,Family,R,2.99,2,Jon,Stephens
1371,3426,2,0.99,2005-06-21,June     ,6,2,2005,Paula,Bryant,Pathankot,India,Patient Sister,Classics,NC-17,0.99,1,Mike,Hillyer
1372,1266,5,3.99,2005-06-15,June     ,6,2,2005,Diana,Alexander,Augusta-Richmond County,United States,Jeopardy Encino,Classics,R,0.99,1,Jon,Stephens
1373,1413,5,7.99,2005-06-15,June     ,6,2,2005,Diana,Alexander,Augusta-Richmond County,United States,Show Lord,Documentary,PG-13,4.99,2,Jon,Stephens
1374,1437,4,0.99,2005-06-15,June     ,6,2,2005,Diana,Alexander,Augusta-Richmond County,United States,Rebel Airport,Music,G,0.99,2,Mike,Hillyer
1375,2372,2,0.99,2005-06-18,June     ,6,2,2005,Diana,Alexander,Augusta-Richmond County,United States,Fury Murder,Children,PG-13,0.99,1,Jon,Stephens
1376,2973,4,5.99,2005-06-20,June     ,6,2,2005,Diana,Alexander,Augusta-Richmond County,United States,Midsummer Groundhog,Documentary,G,4.99,2,Mike,Hillyer
1377,3308,1,0.99,2005-06-21,June     ,6,2,2005,Diana,Alexander,Augusta-Richmond County,United States,Pocus Pulp,Documentary,NC-17,0.99,2,Jon,Stephens
1378,3463,0,0.99,2005-06-21,June     ,6,2,2005,Diana,Alexander,Augusta-Richmond County,United States,Rush Goodfellas,Family,PG,0.99,2,Jon,Stephens
1379,2083,1,2.99,2005-06-17,June     ,6,2,2005,Annie,Russell,Tete,Mozambique,Lonely Elephant,Comedy,G,2.99,1,Jon,Stephens
1380,2790,1,4.99,2005-06-19,June     ,6,2,2005,Annie,Russell,Tete,Mozambique,Attraction Newton,New,PG-13,4.99,1,Mike,Hillyer
1381,3459,3,0.99,2005-06-21,June     ,6,2,2005,Annie,Russell,Tete,Mozambique,Pianist Outfield,New,NC-17,0.99,2,Mike,Hillyer
1382,1362,4,3.99,2005-06-15,June     ,6,2,2005,Lillian,Griffin,al-Ayn,United Arab Emirates,Words Hunter,Music,PG,2.99,2,Mike,Hillyer
1383,1590,7,5.99,2005-06-16,June     ,6,2,2005,Lillian,Griffin,al-Ayn,United Arab Emirates,Sleepy Japanese,New,PG,2.99,1,Mike,Hillyer
1384,2213,5,4.99,2005-06-18,June     ,6,2,2005,Lillian,Griffin,al-Ayn,United Arab Emirates,Darling Breaking,Games,PG-13,4.99,1,Mike,Hillyer
1385,2445,5,0.99,2005-06-18,June     ,6,2,2005,Lillian,Griffin,al-Ayn,United Arab Emirates,Odds Boogie,Family,NC-17,0.99,2,Mike,Hillyer
1386,2601,1,4.99,2005-06-19,June     ,6,2,2005,Lillian,Griffin,al-Ayn,United Arab Emirates,Open African,Sci-Fi,PG,4.99,2,Mike,Hillyer
1387,3399,4,4.99,2005-06-21,June     ,6,2,2005,Lillian,Griffin,al-Ayn,United Arab Emirates,Chance Resurrection,Sports,R,2.99,1,Mike,Hillyer
1388,1858,1,4.99,2005-06-17,June     ,6,2,2005,Emily,Diaz,Kimchon,South Korea,Punk Divorce,Animation,PG,4.99,2,Jon,Stephens
1389,2368,4,2.99,2005-06-18,June     ,6,2,2005,Emily,Diaz,Kimchon,South Korea,Divide Monster,Sci-Fi,PG-13,2.99,2,Mike,Hillyer
1390,1216,3,4.99,2005-06-15,June     ,6,2,2005,Robin,Hayes,Jelets,Russian Federation,Sunrise League,Animation,PG-13,4.99,2,Mike,Hillyer
1391,1340,7,3.99,2005-06-15,June     ,6,2,2005,Robin,Hayes,Jelets,Russian Federation,Barefoot Manchurian,Action,G,2.99,2,Mike,Hillyer
1392,1427,0,2.99,2005-06-15,June     ,6,2,2005,Robin,Hayes,Jelets,Russian Federation,Adaptation Holes,Documentary,NC-17,2.99,2,Mike,Hillyer
1393,3468,8,6.99,2005-06-21,June     ,6,2,2005,Robin,Hayes,Jelets,Russian Federation,Open African,Sci-Fi,PG,4.99,2,Mike,Hillyer
1394,1215,4,2.99,2005-06-15,June     ,6,2,2005,Crystal,Ford,Ashdod,Israel,Barbarella Streetcar,Sci-Fi,G,2.99,1,Mike,Hillyer
1395,2419,8,8.99,2005-06-18,June     ,6,2,2005,Crystal,Ford,Ashdod,Israel,Elephant Trojan,Horror,PG-13,4.99,1,Mike,Hillyer
1396,1396,1,4.99,2005-06-15,June     ,6,2,2005,Gladys,Hamilton,Ilorin,Nigeria,Destiny Saturday,New,G,4.99,1,Jon,Stephens
1397,2118,6,0.99,2005-06-17,June     ,6,2,2005,Gladys,Hamilton,Ilorin,Nigeria,Empire Malkovich,Children,G,0.99,1,Mike,Hillyer
1398,2197,0,0.99,2005-06-18,June     ,6,2,2005,Gladys,Hamilton,Ilorin,Nigeria,Robbery Bright,Family,R,0.99,1,Jon,Stephens
1399,2724,3,0.99,2005-06-19,June     ,6,2,2005,Gladys,Hamilton,Ilorin,Nigeria,Stone Fire,Travel,G,0.99,1,Jon,Stephens
1400,1287,7,3.99,2005-06-15,June     ,6,2,2005,Rita,Graham,Toulon,France,Trouble Date,Travel,PG,2.99,2,Mike,Hillyer
1401,2107,1,0.99,2005-06-17,June     ,6,2,2005,Rita,Graham,Toulon,France,Encino Elf,Games,G,0.99,2,Mike,Hillyer
1402,2928,1,0.99,2005-06-20,June     ,6,2,2005,Rita,Graham,Toulon,France,Empire Malkovich,Children,G,0.99,2,Jon,Stephens
1403,3273,1,2.99,2005-06-21,June     ,6,2,2005,Rita,Graham,Toulon,France,Seabiscuit Punk,Sports,NC-17,2.99,2,Jon,Stephens
1404,1789,6,3.99,2005-06-16,June     ,6,2,2005,Dawn,Sullivan,Funafuti,Tuvalu,Uprising Uptown,Action,NC-17,2.99,1,Jon,Stephens
1405,1991,7,3.99,2005-06-17,June     ,6,2,2005,Dawn,Sullivan,Funafuti,Tuvalu,Sundance Invasion,Children,NC-17,0.99,1,Mike,Hillyer
1406,2635,7,3.99,2005-06-19,June     ,6,2,2005,Dawn,Sullivan,Funafuti,Tuvalu,River Outlaw,Sports,PG-13,0.99,1,Mike,Hillyer
1407,2295,2,4.99,2005-06-18,June     ,6,2,2005,Connie,Wallace,Ivanovo,Russian Federation,Range Moonwalker,Family,PG,4.99,2,Mike,Hillyer
1408,3023,1,4.99,2005-06-20,June     ,6,2,2005,Connie,Wallace,Ivanovo,Russian Federation,Velvet Terminator,Comedy,R,4.99,1,Mike,Hillyer
1409,1243,6,2.99,2005-06-15,June     ,6,2,2005,Florence,Woods,Merlo,Argentina,Mighty Luck,Documentary,PG,2.99,2,Jon,Stephens
1410,2693,7,6.99,2005-06-19,June     ,6,2,2005,Florence,Woods,Merlo,Argentina,Massacre Usual,Games,R,4.99,1,Mike,Hillyer
1411,2860,1,4.99,2005-06-19,June     ,6,2,2005,Florence,Woods,Merlo,Argentina,Peak Forever,Sports,PG,4.99,1,Mike,Hillyer
1412,2897,5,3.99,2005-06-20,June     ,6,2,2005,Florence,Woods,Merlo,Argentina,Salute Apollo,New,R,2.99,2,Mike,Hillyer
1413,3033,6,3.99,2005-06-20,June     ,6,2,2005,Florence,Woods,Merlo,Argentina,Weekend Personal,Sci-Fi,R,2.99,1,Mike,Hillyer
1414,3120,3,0.99,2005-06-20,June     ,6,2,2005,Florence,Woods,Merlo,Argentina,Mallrats United,Comedy,PG,0.99,2,Mike,Hillyer
1415,3174,1,0.99,2005-06-20,June     ,6,2,2005,Florence,Woods,Merlo,Argentina,River Outlaw,Sports,PG-13,0.99,1,Jon,Stephens
1416,1372,2,4.99,2005-06-15,June     ,6,2,2005,Tracy,Cole,Huixquilucan,Mexico,Something Duck,Drama,NC-17,4.99,1,Jon,Stephens
1417,1425,3,2.99,2005-06-15,June     ,6,2,2005,Tracy,Cole,Huixquilucan,Mexico,Escape Metropolis,Travel,R,2.99,2,Jon,Stephens
1418,2061,7,8.99,2005-06-17,June     ,6,2,2005,Tracy,Cole,Huixquilucan,Mexico,Zorro Ark,Comedy,NC-17,4.99,1,Jon,Stephens
1419,2210,2,2.99,2005-06-18,June     ,6,2,2005,Tracy,Cole,Huixquilucan,Mexico,Badman Dawn,Sci-Fi,R,2.99,2,Mike,Hillyer
1420,3116,0,4.99,2005-06-20,June     ,6,2,2005,Tracy,Cole,Huixquilucan,Mexico,Beauty Grease,Drama,G,4.99,2,Jon,Stephens
1421,1581,2,2.99,2005-06-16,June     ,6,2,2005,Edna,West,Klerksdorp,South Africa,Sweet Brotherhood,Travel,R,2.99,2,Mike,Hillyer
1422,1891,7,3.99,2005-06-17,June     ,6,2,2005,Edna,West,Klerksdorp,South Africa,Shakespeare Saddle,Sports,PG-13,2.99,2,Mike,Hillyer
1423,2198,8,6.99,2005-06-18,June     ,6,2,2005,Edna,West,Klerksdorp,South Africa,Hope Tootsie,Classics,NC-17,2.99,2,Jon,Stephens
1424,2679,7,5.99,2005-06-19,June     ,6,2,2005,Edna,West,Klerksdorp,South Africa,Horror Reign,Travel,R,0.99,2,Mike,Hillyer
1425,3076,8,5.99,2005-06-20,June     ,6,2,2005,Edna,West,Klerksdorp,South Africa,Express Lonely,Sci-Fi,R,2.99,1,Jon,Stephens
1426,1528,9,8.99,2005-06-16,June     ,6,2,2005,Tiffany,Jordan,Enshi,China,Vanishing Rocky,Music,NC-17,2.99,2,Jon,Stephens
1427,1593,8,6.99,2005-06-16,June     ,6,2,2005,Carmen,Owens,Caracas,Venezuela,Coma Head,Travel,NC-17,4.99,1,Jon,Stephens
1428,1974,4,2.99,2005-06-17,June     ,6,2,2005,Carmen,Owens,Caracas,Venezuela,Hope Tootsie,Classics,NC-17,2.99,1,Mike,Hillyer
1429,1999,5,1.99,2005-06-17,June     ,6,2,2005,Carmen,Owens,Caracas,Venezuela,Slums Duck,Family,PG,0.99,2,Mike,Hillyer
1430,2297,7,4.99,2005-06-18,June     ,6,2,2005,Carmen,Owens,Caracas,Venezuela,Juggler Hardly,Animation,PG-13,0.99,1,Jon,Stephens
1431,3087,6,2.99,2005-06-20,June     ,6,2,2005,Carmen,Owens,Caracas,Venezuela,Escape Metropolis,Travel,R,2.99,1,Jon,Stephens
1432,3333,4,2.99,2005-06-21,June     ,6,2,2005,Carmen,Owens,Caracas,Venezuela,Sleepy Japanese,New,PG,2.99,2,Jon,Stephens
1433,1835,2,4.99,2005-06-16,June     ,6,2,2005,Rosa,Reynolds,Lancaster,United States,Flintstones Happiness,Comedy,PG-13,4.99,1,Mike,Hillyer
1434,1930,2,2.99,2005-06-17,June     ,6,2,2005,Rosa,Reynolds,Lancaster,United States,Alley Evolution,Foreign,NC-17,2.99,2,Jon,Stephens
1435,2193,4,4.99,2005-06-18,June     ,6,2,2005,Rosa,Reynolds,Lancaster,United States,Details Packer,Games,R,4.99,1,Mike,Hillyer
1436,3018,4,2.99,2005-06-20,June     ,6,2,2005,Rosa,Reynolds,Lancaster,United States,Tracy Cider,Animation,G,0.99,2,Jon,Stephens
1437,2077,1,4.99,2005-06-17,June     ,6,2,2005,Cindy,Fisher,Cuman,Venezuela,Witches Panic,Drama,NC-17,4.99,1,Mike,Hillyer
1438,2282,6,2.99,2005-06-18,June     ,6,2,2005,Cindy,Fisher,Cuman,Venezuela,Wardrobe Phantom,Drama,G,2.99,2,Jon,Stephens
1439,2783,2,2.99,2005-06-19,June     ,6,2,2005,Cindy,Fisher,Cuman,Venezuela,Muscle Bright,Travel,G,2.99,2,Mike,Hillyer
1440,3004,2,0.99,2005-06-20,June     ,6,2,2005,Cindy,Fisher,Cuman,Venezuela,Newsies Story,Documentary,G,0.99,2,Jon,Stephens
1441,3124,8,8.99,2005-06-20,June     ,6,2,2005,Cindy,Fisher,Cuman,Venezuela,Road Roxanne,Documentary,R,4.99,2,Mike,Hillyer
1442,3162,8,6.99,2005-06-20,June     ,6,2,2005,Cindy,Fisher,Cuman,Venezuela,Quest Mussolini,Action,R,2.99,2,Mike,Hillyer
1443,2059,1,2.99,2005-06-17,June     ,6,2,2005,Grace,Ellis,Duisburg,Germany,Clueless Bucket,Action,R,2.99,1,Jon,Stephens
1444,2680,8,7.99,2005-06-19,June     ,6,2,2005,Grace,Ellis,Duisburg,Germany,Creepers Kane,Classics,NC-17,4.99,2,Mike,Hillyer
1445,3094,3,2.99,2005-06-20,June     ,6,2,2005,Grace,Ellis,Duisburg,Germany,Hyde Doctor,Classics,G,2.99,1,Mike,Hillyer
1446,3144,9,5.99,2005-06-20,June     ,6,2,2005,Grace,Ellis,Duisburg,Germany,Entrapment Satisfaction,Action,R,0.99,1,Mike,Hillyer
1447,1361,4,0.99,2005-06-15,June     ,6,2,2005,Wendy,Harrison,Nezahualcyotl,Mexico,Virginian Pluto,Documentary,R,0.99,2,Mike,Hillyer
1448,1515,4,2.99,2005-06-15,June     ,6,2,2005,Wendy,Harrison,Nezahualcyotl,Mexico,Random Go,Sci-Fi,NC-17,2.99,2,Jon,Stephens
1449,3289,8,6.99,2005-06-21,June     ,6,2,2005,Wendy,Harrison,Nezahualcyotl,Mexico,Jet Neighbors,Foreign,R,4.99,1,Mike,Hillyer
1450,1332,2,0.99,2005-06-15,June     ,6,2,2005,Victoria,Gibson,Pemalang,Indonesia,Feud Frogmen,Family,R,0.99,2,Mike,Hillyer
1451,1533,1,0.99,2005-06-16,June     ,6,2,2005,Victoria,Gibson,Pemalang,Indonesia,Love Suicides,Horror,R,0.99,1,Mike,Hillyer
1452,1762,3,4.99,2005-06-16,June     ,6,2,2005,Victoria,Gibson,Pemalang,Indonesia,Pelican Comforts,Documentary,PG,4.99,1,Jon,Stephens
1453,1913,3,4.99,2005-06-17,June     ,6,2,2005,Victoria,Gibson,Pemalang,Indonesia,Hanging Deep,Drama,G,4.99,2,Mike,Hillyer
1454,2639,2,4.99,2005-06-19,June     ,6,2,2005,Victoria,Gibson,Pemalang,Indonesia,Sunrise League,Animation,PG-13,4.99,1,Jon,Stephens
1455,2861,6,3.99,2005-06-19,June     ,6,2,2005,Victoria,Gibson,Pemalang,Indonesia,Flying Hook,Animation,NC-17,2.99,2,Mike,Hillyer
1456,1755,0,2.99,2005-06-16,June     ,6,2,2005,Edith,Mcdonald,Gandhinagar,India,Grail Frankenstein,Action,NC-17,2.99,1,Mike,Hillyer
1457,3218,2,2.99,2005-06-21,June     ,6,2,2005,Edith,Mcdonald,Gandhinagar,India,Hanky October,Sci-Fi,NC-17,2.99,1,Mike,Hillyer
1458,1766,1,4.99,2005-06-16,June     ,6,2,2005,Kim,Cruz,Grand Prairie,United States,Hustler Party,Comedy,NC-17,4.99,1,Jon,Stephens
1459,2217,2,0.99,2005-06-18,June     ,6,2,2005,Kim,Cruz,Grand Prairie,United States,Juggler Hardly,Animation,PG-13,0.99,1,Mike,Hillyer
1460,3263,2,4.99,2005-06-21,June     ,6,2,2005,Kim,Cruz,Grand Prairie,United States,Saturday Lambs,Sports,G,4.99,2,Jon,Stephens
1461,1179,7,7.99,2005-06-15,June     ,6,2,2005,Sherry,Marshall,Shubra al-Khayma,Egypt,Connecticut Tramp,Sci-Fi,R,4.99,2,Mike,Hillyer
1462,2009,0,2.99,2005-06-17,June     ,6,2,2005,Sherry,Marshall,Shubra al-Khayma,Egypt,Hellfighters Sierra,Foreign,PG,2.99,2,Jon,Stephens
1463,3388,7,5.99,2005-06-21,June     ,6,2,2005,Sherry,Marshall,Shubra al-Khayma,Egypt,Carol Texas,Animation,PG,2.99,1,Mike,Hillyer
1464,1374,6,3.99,2005-06-15,June     ,6,2,2005,Sylvia,Ortiz,Dos Quebradas,Colombia,Robbery Bright,Family,R,0.99,1,Mike,Hillyer
1465,1820,3,4.99,2005-06-16,June     ,6,2,2005,Sylvia,Ortiz,Dos Quebradas,Colombia,Sleeping Suspects,Horror,PG-13,4.99,1,Mike,Hillyer
1466,1932,1,2.99,2005-06-17,June     ,6,2,2005,Sylvia,Ortiz,Dos Quebradas,Colombia,Princess Giant,Documentary,NC-17,2.99,2,Jon,Stephens
1467,2169,1,4.99,2005-06-17,June     ,6,2,2005,Sylvia,Ortiz,Dos Quebradas,Colombia,Coneheads Smoochy,Drama,NC-17,4.99,1,Jon,Stephens
1468,2803,8,9.99,2005-06-19,June     ,6,2,2005,Sylvia,Ortiz,Dos Quebradas,Colombia,American Circus,Action,R,4.99,1,Mike,Hillyer
1469,3133,5,2.99,2005-06-20,June     ,6,2,2005,Sylvia,Ortiz,Dos Quebradas,Colombia,Worker Tarzan,Travel,R,2.99,2,Jon,Stephens
1470,1634,0,2.99,2005-06-16,June     ,6,2,2005,Josephine,Gomez,Etawah,India,Suspects Quills,Action,PG,2.99,2,Mike,Hillyer
1471,1833,3,1.99,2005-06-16,June     ,6,2,2005,Josephine,Gomez,Etawah,India,Expendable Stallion,Documentary,PG,0.99,1,Jon,Stephens
1472,1211,3,0.99,2005-06-15,June     ,6,2,2005,Thelma,Murray,Lima,Peru,Rocketeer Mother,Foreign,PG-13,0.99,1,Jon,Stephens
1473,1442,7,7.99,2005-06-15,June     ,6,2,2005,Thelma,Murray,Lima,Peru,Strangers Graffiti,Horror,R,4.99,2,Jon,Stephens
1474,2240,4,3.99,2005-06-18,June     ,6,2,2005,Thelma,Murray,Lima,Peru,Ferris Mother,Comedy,PG,2.99,2,Jon,Stephens
1475,2253,6,0.99,2005-06-18,June     ,6,2,2005,Thelma,Murray,Lima,Peru,Smoochy Control,Sports,R,0.99,2,Jon,Stephens
1476,2482,0,4.99,2005-06-18,June     ,6,2,2005,Thelma,Murray,Lima,Peru,Brooklyn Desert,Foreign,R,4.99,1,Mike,Hillyer
1477,2595,6,4.99,2005-06-19,June     ,6,2,2005,Thelma,Murray,Lima,Peru,Pulp Beverly,Horror,G,2.99,2,Mike,Hillyer
1478,2834,4,1.99,2005-06-19,June     ,6,2,2005,Thelma,Murray,Lima,Peru,Novocaine Flight,Sports,G,0.99,1,Mike,Hillyer
1479,1490,6,4.99,2005-06-15,June     ,6,2,2005,Shannon,Freeman,Varanasi (Benares),India,Scissorhands Slums,Foreign,G,2.99,2,Jon,Stephens
1480,1751,0,0.99,2005-06-16,June     ,6,2,2005,Shannon,Freeman,Varanasi (Benares),India,Anonymous Human,Sports,NC-17,0.99,1,Jon,Stephens
1481,1775,8,4.99,2005-06-16,June     ,6,2,2005,Shannon,Freeman,Varanasi (Benares),India,Hills Neighbors,Action,G,0.99,2,Jon,Stephens
1482,1951,3,0.99,2005-06-17,June     ,6,2,2005,Shannon,Freeman,Varanasi (Benares),India,Date Speed,Family,R,0.99,1,Jon,Stephens
1483,2594,5,2.99,2005-06-19,June     ,6,2,2005,Shannon,Freeman,Varanasi (Benares),India,Contact Anonymous,Travel,PG-13,2.99,2,Jon,Stephens
1484,2336,6,1.99,2005-06-18,June     ,6,2,2005,Sheila,Wells,Ktahya,Turkey,Storm Happiness,Animation,NC-17,0.99,2,Jon,Stephens
